age,typeof_contact,city_tier,duration_of_pitch,occupation,gender,number_of_person_visiting,number_of_followups,product_pitched,preferred_property_star,number_of_trips,passport,pitch_satisfaction_score,designation,monthly_income,prod_taken,marital_status,car_ownership,children
43.0,Self Enquiry,2,600.0,Small Business,male,2.0,3.0,standard,4.0,6.0,0,2,senior manager,336030.0,0,Married,Car Ownership,1 Children
34.0,Self Enquiry,2,1980.0,Small Business,female,3.0,2.0,deluxe,3.0,3.0,0,4,manager,340000.0,0,Unmarried,Car Ownership,2 Children
43.0,Self Enquiry,2,1020.0,Small Business,male,3.0,1.0,deluxe,3.0,1.0,0,4,manager,322275.0,0,Married,Car Ownership,2 Children
,Company Invited,1,900.0,Small Business,male,2.0,3.0,basic,3.0,2.0,1,2,executive,276990.0,1,Single,Car Ownership,1 Children
32.0,Self Enquiry,1,1020.0,Small Business,male,3.0,3.0,basic,3.0,7.0,0,3,executive,273915.0,1,Divorced,No Car Ownership,2 Children
40.0,Self Enquiry,3,480.0,Small Business,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,366000.0,0,Unmarried,Car Ownership,No Children
50.0,Company Invited,1,2100.0,Small Business,female,2.0,4.0,super deluxe,4.0,5.0,0,3,avp,449115.0,0,Single,Car Ownership,No Children
53.0,Company Invited,1,540.0,Large Business,male,2.0,4.0,basic,4.0,2.0,0,4,executive,277305.0,1,Single,Car Ownership,No Children
45.0,Company Invited,1,660.0,Small Business,male,2.0,4.0,standard,4.0,7.0,0,3,senior manager,317970.0,0,Married,Car Ownership,No Children
57.0,Company Invited,1,840.0,Small Business,female,2.0,4.0,standard,4.0,1.0,0,3,senior manager,470415.0,1,Married,Car Ownership,No Children
50.0,Self Enquiry,3,480.0,Small Business,female,2.0,4.0,standard,4.0,2.0,0,3,senior manager,417390.0,0,Unmarried,Car Ownership,No Children
48.0,Self Enquiry,1,780.0,Large Business,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,402540.0,0,Married,Car Ownership,No Children
35.0,Self Enquiry,3,540.0,Small Business,female,2.0,4.0,standard,4.0,6.0,1,3,senior manager,350775.0,1,Unmarried,Car Ownership,No Children
33.0,Self Enquiry,2,840.0,Salaried,female,2.0,4.0,standard,4.0,2.0,0,4,senior manager,354210.0,0,Married,No Car Ownership,No Children
38.0,Company Invited,3,720.0,Salaried,female,2.0,4.0,standard,4.0,1.0,0,3,senior manager,400000.0,0,Unmarried,Car Ownership,No Children
46.0,Self Enquiry,3,1680.0,Small Business,male,2.0,4.0,super deluxe,3.0,7.0,0,2,avp,374445.0,1,Married,Car Ownership,1 Children
26.0,Self Enquiry,2,720.0,Salaried,male,2.0,400.0,standard,3.0,2.0,0,1,senior manager,356400.0,0,Married,Car Ownership,No Children
33.0,Self Enquiry,2,1320.0,Small Business,male,2.0,4.0,basic,3.0,7.0,1,2,executive,253515.0,1,Single,Car Ownership,1 Children
45.0,Company Invited,2,600.0,Small Business,male,3.0,5.0,deluxe,3.0,3.0,0,1,manager,345045.0,0,Unmarried,No Car Ownership,1 Children
52.0,Company Invited,2,480.0,Small Business,female,3.0,4.0,basic,3.0,3.0,0,1,executive,325620.0,0,Divorced,Car Ownership,2 Children
40.0,Self Enquiry,2,1920.0,Small Business,male,3.0,5.0,deluxe,3.0,5.0,0,1,manager,429990.0,0,Divorced,Car Ownership,1 Children
35.0,Self Enquiry,3,600.0,Small Business,male,3.0,4.0,basic,3.0,,0,1,executive,408180.0,0,Divorced,Car Ownership,1 Children
20.0,Self Enquiry,2,480.0,Small Business,male,3.0,4.0,basic,3.0,7.0,0,2,executive,300000.0,1,Single,Car Ownership,1 Children
40.0,Self Enquiry,2,1980.0,Small Business,female,3.0,5.0,deluxe,3.0,3.0,0,2,manager,340000.0,0,Married,Car Ownership,1 Children
36.0,Self Enquiry,2,1740.0,Small Business,male,3.0,5.0,deluxe,3.0,8.0,0,2,manager,400000.0,0,Married,Car Ownership,1 Children
32.0,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,deluxe,3.0,2.0,0,2,manager,366045.0,0,Married,Car Ownership,1 Children
49.0,Self Enquiry,2,660.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,2,senior manager,386355.0,0,Divorced,Car Ownership,1 Children
38.0,Self Enquiry,3,900.0,Small Business,female,3.0,4.0,deluxe,3.0,2.0,0,2,executive,323880.0,0,Married,Car Ownership,1 Children
42.0,Self Enquiry,1,900.0,Salaried,male,4.0,4.0,basic,3.0,7.0,0,2,executive,362415.0,0,Divorced,Car Ownership,1 Children
50.0,Company Invited,2,720.0,Salaried,male,4.0,4.0,king,3.0,,0,1,vp,500000.0,0,Divorced,Car Ownership,1 Children
43.0,Company Invited,1,2100.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,328755.0,0,Married,Car Ownership,1 Children
50.0,Self Enquiry,1,660.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,376485.0,0,Unmarried,Car Ownership,1 Children
52.0,Self Enquiry,1,660.0,Salaried,female,3.0,4.0,deluxe,3.0,5.0,0,2,manager,346455.0,0,Unmarried,Car Ownership,1 Children
130.0,Self Enquiry,1,540.0,Salaried,male,3.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,Unmarried,No Car Ownership,1 Children
28.0,Company Invited,2,900.0,Salaried,male,3.0,5.0,standard,3.0,2.0,1,2,senior manager,400000.0,0,Married,Car Ownership,1 Children
51.0,Self Enquiry,2,720.0,Small Business,male,3.0,5.0,deluxe,3.0,3.0,0,1,manager,363330.0,0,Unmarried,Car Ownership,1 Children
35.0,Self Enquiry,2,1920.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,355440.0,0,Unmarried,Car Ownership,1 Children
38.0,Self Enquiry,2,720.0,Salaried,male,3.0,4.0,standard,3.0,3.0,0,2,senior manager,419880.0,1,Single,Car Ownership,1 Children
53.0,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,370950.0,0,Divorced,Car Ownership,1 Children
39.0,Self Enquiry,3,840.0,Large Business,male,2.0,5.0,standard,4.0,7.0,0,3,executive,349320.0,0,Unmarried,Car Ownership,1 Children
37.0,Company Invited,2,600.0,Small Business,male,2.0,5.0,deluxe,3.0,2.0,0,3,manager,352755.0,0,Unmarried,Car Ownership,1 Children
30.0,Self Enquiry,3,480.0,Small Business,male,2.0,5.0,basic,3.0,2.0,0,3,executive,312795.0,0,Single,Car Ownership,1 Children
35.0,Self Enquiry,2,540.0,Small Business,female,2.0,5.0,deluxe,3.0,3.0,0,4,manager,329925.0,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,deluxe,4.0,8.0,0,2,manager,366450.0,0,Unmarried,Car Ownership,1 Children
38.0,Self Enquiry,2,840.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,324405.0,0,Single,Car Ownership,1 Children
53.0,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,300000.0,0,Married,Car Ownership,1 Children
40.0,Company Invited,2,840.0,Small Business,female,3.0,4.0,deluxe,3.0,2.0,0,1,manager,300000.0,0,Divorced,No Car Ownership,1 Children
37.0,Self Enquiry,2,900.0,Salaried,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,380850.0,0,Unmarried,Car Ownership,2 Children
43.0,Company Invited,2,1860.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,330000.0,0,Divorced,Car Ownership,1 Children
33.0,Self Enquiry,2,360.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,345195.0,0,Divorced,Car Ownership,2 Children
48.0,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,deluxe,3.0,2.0,0,2,manager,342105.0,0,Unmarried,Car Ownership,1 Children
46.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,super deluxe,4.0,5.0,0,1,avp,560000.0,0,Divorced,Car Ownership,2 Children
38.0,Self Enquiry,2,2040.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,300000.0,0,Married,No Car Ownership,1 Children
30.0,Company Invited,2,540.0,Small Business,male,3.0,5.0,super deluxe,3.0,5.0,0,2,avp,363465.0,0,Married,Car Ownership,1 Children
24.0,Self Enquiry,2,1440.0,Small Business,male,3.0,400.0,basic,3.0,2.0,0,1,executive,250000.0,0,Divorced,Car Ownership,2 Children
56.0,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,deluxe,3.0,7.0,0,1,manager,333555.0,0,Single,No Car Ownership,1 Children
36.0,Self Enquiry,2,720.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,344880.0,0,Married,Car Ownership,1 Children
41.0,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,deluxe,3.0,2.0,0,2,manager,347670.0,0,Married,Car Ownership,1 Children
38.0,Self Enquiry,2,1620.0,Small Business,male,3.0,4.0,super deluxe,3.0,3.0,0,2,avp,400000.0,0,Single,Car Ownership,1 Children
33.0,Self Enquiry,2,1980.0,Small Business,female,3.0,4.0,deluxe,3.0,1.0,0,2,manager,311985.0,0,Divorced,Car Ownership,1 Children
30.0,Self Enquiry,2,2100.0,Salaried,female,3.0,4.0,deluxe,3.0,3.0,0,2,manager,364350.0,0,Divorced,Car Ownership,1 Children
45.0,Self Enquiry,2,1320.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,2,avp,399270.0,0,Married,Car Ownership,2 Children
46.0,Self Enquiry,2,360.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,1,senior manager,379395.0,0,Married,Car Ownership,1 Children
26.0,Self Enquiry,3,960.0,Large Business,female,3.0,4.0,basic,4.0,2.0,0,2,executive,268815.0,0,Married,Car Ownership,1 Children
28.0,Self Enquiry,3,660.0,Salaried,female,3.0,4.0,deluxe,3.0,3.0,0,1,manager,313860.0,0,Married,Car Ownership,1 Children
44.0,Company Invited,2,420.0,Small Business,male,3.0,4.0,standard,3.0,1.0,0,1,senior manager,424695.0,0,Single,Car Ownership,2 Children
56.0,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,2,senior manager,441855.0,0,Married,Car Ownership,2 Children
36.0,Self Enquiry,2,540.0,Large Business,male,3.0,4.0,deluxe,3.0,7.0,0,2,manager,352335.0,0,Married,Car Ownership,2 Children
26.0,Company Invited,2,540.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,2,senior manager,400000.0,0,Unmarried,No Car Ownership,1 Children
40.0,Self Enquiry,2,480.0,Small Business,male,3.0,5.0,deluxe,3.0,3.0,0,1,manager,315000.0,0,Married,Car Ownership,1 Children
30.0,Self Enquiry,2,780.0,Small Business,male,3.0,4.0,basic,3.0,2.0,0,2,executive,324495.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,2,2100.0,Small Business,female,3.0,4.0,deluxe,3.0,5.0,0,2,manager,354885.0,0,Divorced,No Car Ownership,1 Children
49.0,Self Enquiry,2,420.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,1,senior manager,400000.0,0,Unmarried,Car Ownership,1 Children
41.0,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,standard,4.0,2.0,0,2,senior manager,392040.0,0,Divorced,Car Ownership,1 Children
23.0,Self Enquiry,2,480.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,363810.0,1,Married,Car Ownership,1 Children
51.0,Self Enquiry,2,1140.0,Small Business,male,3.0,4.0,standard,4.0,7.0,0,2,senior manager,462090.0,0,Divorced,Car Ownership,2 Children
25.0,Self Enquiry,2,780.0,Large Business,female,3.0,4.0,basic,4.0,3.0,0,1,executive,266085.0,0,Divorced,No Car Ownership,1 Children
100.0,Self Enquiry,2,2040.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,346155.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,3,1740.0,Salaried,female,3.0,4.0,deluxe,3.0,3.0,0,2,manager,373875.0,0,Unmarried,Car Ownership,1 Children
44.0,Self Enquiry,2,960.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,343440.0,0,Divorced,No Car Ownership,1 Children
33.0,Self Enquiry,2,660.0,Small Business,female,3.0,5.0,deluxe,3.0,2.0,0,1,manager,308025.0,0,Single,Car Ownership,1 Children
42.0,Self Enquiry,2,540.0,Salaried,male,3.0,4.0,basic,3.0,5.0,0,2,executive,330825.0,0,Married,Car Ownership,1 Children
37.0,Self Enquiry,2,900.0,Small Business,female,3.0,4.0,deluxe,3.0,5.0,0,2,manager,249060.0,0,Married,Car Ownership,1 Children
27.0,Company Invited,2,660.0,Salaried,male,3.0,5.0,deluxe,3.0,3.0,0,2,manager,317055.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,1,1680.0,Salaried,male,3.0,5.0,deluxe,3.0,5.0,0,1,manager,337425.0,0,Married,Car Ownership,1 Children
53.0,Company Invited,1,,Salaried,female,3.0,5.0,basic,3.0,4.0,0,1,executive,250000.0,0,Married,Car Ownership,No Children
27.0,Self Enquiry,1,480.0,Small Business,female,3.0,5.0,deluxe,3.0,2.0,0,2,manager,340830.0,0,Divorced,Car Ownership,No Children
120.0,Company Invited,2,420.0,Salaried,male,2.0,5.0,deluxe,3.0,3.0,0,3,manager,353835.0,0,Married,Car Ownership,1 Children
56.0,Self Enquiry,1,480.0,Small Business,male,3.0,5.0,deluxe,3.0,7.0,1,2,manager,407550.0,0,Unmarried,Car Ownership,1 Children
52.0,Self Enquiry,2,600.0,Small Business,male,3.0,4.0,super deluxe,3.0,7.0,0,2,avp,462330.0,0,Divorced,Car Ownership,2 Children
32.0,Company Invited,2,600.0,Small Business,female,2.0,6.0,basic,3.0,3.0,0,3,executive,300165.0,1,Single,No Car Ownership,1 Children
40.0,Self Enquiry,1,540.0,Small Business,female,4.0,4.0,king,4.0,3.0,0,1,vp,540555.0,0,Married,Car Ownership,1 Children
30.0,Self Enquiry,1,840.0,Small Business,male,4.0,5.0,basic,3.0,3.0,0,2,executive,300000.0,0,Married,Car Ownership,1 Children
39.0,Self Enquiry,1,540.0,Small Business,female,4.0,5.0,basic,3.0,2.0,0,1,executive,312285.0,0,Divorced,Car Ownership,1 Children
40.0,Company Invited,1,1800.0,Small Business,female,4.0,5.0,deluxe,3.0,3.0,0,1,manager,350000.0,0,Married,Car Ownership,1 Children
38.0,Self Enquiry,1,720.0,Salaried,male,2.0,6.0,basic,3.0,4.0,0,4,executive,378660.0,0,Unmarried,Car Ownership,1 Children
35.0,Self Enquiry,1,540.0,Small Business,female,2.0,5.0,basic,3.0,3.0,0,4,executive,321390.0,0,Married,Car Ownership,1 Children
30.0,Self Enquiry,2,1320.0,Salaried,male,3.0,4.0,deluxe,3.0,5.0,1,2,manager,333270.0,0,Divorced,Car Ownership,1 Children
,Self Enquiry,1,2100.0,Salaried,male,2.0,5.0,deluxe,3.0,4.0,0,5,manager,411795.0,0,Divorced,No Car Ownership,1 Children
26.0,Self Enquiry,2,660.0,Large Business,male,3.0,4.0,deluxe,3.0,5.0,0,4,senior manager,391980.0,0,Unmarried,No Car Ownership,2 Children
51.0,Self Enquiry,2,420.0,Small Business,male,3.0,4.0,basic,3.0,7.0,0,4,executive,306510.0,0,Married,No Car Ownership,2 Children
32.0,Self Enquiry,2,540.0,Large Business,male,3.0,4.0,deluxe,3.0,3.0,0,4,manager,354900.0,0,Unmarried,Car Ownership,2 Children
10.0,Company Invited,1,900.0,Small Business,male,3.0,4.0,basic,3.0,2.0,0,2,executive,325050.0,1,Single,Car Ownership,1 Children
51.0,Company Invited,1,840.0,Salaried,male,3.0,4.0,deluxe,3.0,5.0,0,2,manager,355980.0,0,Married,Car Ownership,2 Children
39.0,Company Invited,1,1860.0,Small Business,female,3.0,5.0,deluxe,3.0,3.0,0,2,manager,310000.0,0,Divorced,Car Ownership,1 Children
38.0,Self Enquiry,1,600.0,Small Business,female,3.0,4.0,standard,3.0,7.0,0,2,senior manager,353280.0,0,Unmarried,Car Ownership,2 Children
45.0,Self Enquiry,1,480.0,Small Business,male,3.0,4.0,basic,3.0,5.0,0,2,executive,317940.0,0,Married,No Car Ownership,1 Children
50.0,Self Enquiry,1,420.0,Salaried,female,3.0,4.0,standard,3.0,2.0,0,1,senior manager,418455.0,0,Unmarried,Car Ownership,2 Children
34.0,Company Invited,1,840.0,Salaried,female,3.0,4.0,basic,3.0,2.0,0,2,executive,330000.0,0,Divorced,Car Ownership,1 Children
30.0,Self Enquiry,1,720.0,Salaried,male,3.0,4.0,basic,3.0,5.0,0,2,executive,300000.0,0,Married,Car Ownership,1 Children
55.0,Company Invited,1,420.0,Small Business,female,3.0,4.0,deluxe,3.0,2.0,0,1,manager,330615.0,0,Unmarried,Car Ownership,1 Children
20.0,Self Enquiry,1,780.0,Salaried,male,3.0,4.0,basic,3.0,3.0,0,2,executive,257025.0,1,Single,Car Ownership,1 Children
45.0,Company Invited,1,960.0,Small Business,male,3.0,4.0,deluxe,3.0,5.0,0,1,manager,400000.0,0,Divorced,Car Ownership,1 Children
40.0,Company Invited,1,1440.0,Small Business,male,3.0,4.0,standard,3.0,2.0,0,2,senior manager,384000.0,0,Single,Car Ownership,1 Children
36.0,Self Enquiry,1,420.0,Small Business,male,3.0,4.0,basic,3.0,2.0,0,2,executive,310000.0,0,Unmarried,Car Ownership,1 Children
41.0,Company Invited,1,900.0,Salaried,male,3.0,4.0,super deluxe,3.0,,0,1,avp,548025.0,0,Single,Car Ownership,2 Children
54.0,Company Invited,1,900.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,1,senior manager,434160.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,1,1680.0,Salaried,male,3.0,4.0,standard,3.0,4.0,0,2,manager,393780.0,0,Unmarried,Car Ownership,1 Children
47.0,Company Invited,1,420.0,Small Business,male,3.0,4.0,super deluxe,3.0,1.0,0,2,avp,395295.0,0,Married,Car Ownership,1 Children
44.0,Self Enquiry,1,420.0,Large Business,male,3.0,4.0,basic,3.0,7.0,0,2,executive,328200.0,0,Single,Car Ownership,2 Children
45.0,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,standard,4.0,2.0,0,1,senior manager,371025.0,0,Divorced,Car Ownership,1 Children
35.0,Company Invited,1,660.0,Small Business,female,3.0,4.0,basic,3.0,5.0,0,2,executive,315570.0,0,Married,Car Ownership,1 Children
110.0,Company Invited,1,480.0,Salaried,male,3.0,4.0,deluxe,3.0,8.0,0,1,manager,430000.0,0,Married,Car Ownership,1 Children
28.0,Self Enquiry,1,840.0,Small Business,female,3.0,5.0,basic,3.0,3.0,0,2,executive,323280.0,0,Married,Car Ownership,2 Children
33.0,Self Enquiry,1,1200.0,Salaried,male,3.0,4.0,basic,3.0,3.0,0,2,executive,305220.0,0,Divorced,Car Ownership,1 Children
26.0,Self Enquiry,1,480.0,Small Business,male,3.0,4.0,basic,3.0,3.0,0,2,executive,314025.0,0,Married,Car Ownership,1 Children
37.0,Self Enquiry,1,600.0,Large Business,female,3.0,4.0,basic,3.0,1.0,0,1,executive,269850.0,0,Divorced,Car Ownership,2 Children
55.0,Self Enquiry,1,540.0,Small Business,female,3.0,5.0,king,4.0,6.0,0,2,vp,500000.0,0,Single,No Car Ownership,1 Children
30.0,Self Enquiry,1,540.0,Salaried,male,3.0,4.0,basic,3.0,2.0,0,2,executive,326655.0,0,Single,Car Ownership,1 Children
26.0,Self Enquiry,1,540.0,Small Business,male,3.0,400.0,deluxe,3.0,2.0,0,1,manager,317895.0,0,Divorced,No Car Ownership,1 Children
52.0,Self Enquiry,2,1980.0,Small Business,female,3.0,4.0,super deluxe,3.0,5.0,0,1,avp,500000.0,0,Married,No Car Ownership,2 Children
40.0,Self Enquiry,2,960.0,Salaried,male,3.0,4.0,deluxe,3.0,3.0,0,4,manager,300000.0,0,Married,Car Ownership,2 Children
31.0,Self Enquiry,2,720.0,Small Business,male,3.0,4.0,deluxe,3.0,3.0,0,2,manager,264975.0,0,Married,Car Ownership,1 Children
59.0,Company Invited,1,480.0,Salaried,male,3.0,4.0,super deluxe,3.0,,1,2,avp,520000.0,0,Married,Car Ownership,2 Children
54.0,Company Invited,1,720.0,Salaried,male,3.0,4.0,standard,3.0,5.0,1,2,senior manager,400000.0,0,Married,Car Ownership,2 Children
35.0,Self Enquiry,2,480.0,Salaried,female,3.0,6.0,deluxe,3.0,5.0,0,1,manager,362010.0,0,Divorced,Car Ownership,1 Children
51.0,Self Enquiry,2,900.0,Small Business,male,3.0,6.0,king,4.0,6.0,0,2,vp,550000.0,0,Divorced,Car Ownership,1 Children
50.0,Self Enquiry,1,1380.0,Salaried,male,3.0,4.0,super deluxe,3.0,5.0,0,1,avp,510330.0,0,Married,Car Ownership,1 Children
40.0,Self Enquiry,1,840.0,Large Business,female,3.0,4.0,standard,3.0,2.0,0,2,senior manager,510000.0,0,Married,Car Ownership,1 Children
27.0,Self Enquiry,3,960.0,Small Business,male,2.0,4.0,basic,4.0,7.0,1,2,executive,266295.0,1,Single,Car Ownership,No Children
35.0,Self Enquiry,2,600.0,Salaried,male,3.0,2.0,deluxe,3.0,3.0,1,2,manager,313800.0,0,Married,Car Ownership,2 Children
46.0,Self Enquiry,1,660.0,Small Business,male,3.0,5.0,basic,3.0,3.0,0,4,executive,327870.0,0,Married,Car Ownership,2 Children
36.0,Self Enquiry,1,360.0,Small Business,female,3.0,4.0,king,3.0,2.0,0,4,vp,326430.0,0,Married,Car Ownership,2 Children
30.0,Self Enquiry,1,780.0,Small Business,female,4.0,4.0,basic,3.0,3.0,0,4,senior manager,397860.0,0,Divorced,Car Ownership,3 Children
38.0,Self Enquiry,1,720.0,Salaried,female,3.0,4.0,deluxe,3.0,5.0,0,3,manager,310785.0,0,Divorced,Car Ownership,2 Children
59.0,Company Invited,1,480.0,Salaried,male,3.0,4.0,standard,3.0,2.0,0,5,senior manager,447435.0,0,Married,Car Ownership,2 Children
21.0,Company Invited,3,900.0,Small Business,male,1.0,3.0,basic,3.0,1.0,0,2,manager,260940.0,1,Single,No Car Ownership,No Children
30.0,Self Enquiry,2,1380.0,Small Business,female,1.0,1.0,basic,3.0,2.0,0,1,executive,261510.0,0,Single,Car Ownership,No Children
21.0,Self Enquiry,2,900.0,Small Business,female,1.0,3.0,basic,3.0,2.0,0,2,executive,260310.0,0,Single,Car Ownership,No Children
37.0,Company Invited,2,840.0,Salaried,male,2.0,2.0,standard,3.0,2.0,0,1,senior manager,374730.0,0,Divorced,Car Ownership,1 Children
20.0,Self Enquiry,2,360.0,Small Business,male,2.0,,basic,3.0,2.0,0,1,executive,254730.0,0,Married,No Car Ownership,1 Children
40.0,Self Enquiry,1,360.0,Large Business,male,3.0,6.0,basic,3.0,3.0,0,2,executive,309930.0,0,Married,Car Ownership,1 Children
45.0,Self Enquiry,2,840.0,Small Business,male,4.0,4.0,king,3.0,8.0,0,3,vp,529875.0,0,Divorced,Car Ownership,3 Children
56.0,Self Enquiry,1,840.0,Salaried,male,3.0,4.0,super deluxe,3.0,,0,1,avp,567900.0,1,Married,Car Ownership,2 Children
36.0,Company Invited,1,840.0,Small Business,female,2.0,1.0,standard,3.0,2.0,0,1,senior manager,409425.0,0,Unmarried,Car Ownership,1 Children
32.0,Company Invited,1,480.0,Small Business,female,1.0,1.0,basic,3.0,2.0,0,2,executive,258975.0,0,Divorced,Car Ownership,No Children
30.0,Self Enquiry,1,1020.0,Salaried,female,2.0,1.0,deluxe,3.0,3.0,0,1,manager,300000.0,0,Unmarried,Car Ownership,1 Children
49.0,Company Invited,1,,Small Business,male,2.0,,deluxe,3.0,1.0,0,1,manager,294930.0,0,Single,No Car Ownership,1 Children
,Company Invited,1,1740.0,Salaried,male,2.0,2.0,deluxe,3.0,3.0,0,2,manager,,0,Single,Car Ownership,1 Children
34.0,Company Invited,1,1080.0,Small Business,female,1.0,1.0,basic,4.0,2.0,0,2,executive,270000.0,0,Single,Car Ownership,No Children
110.0,Company Invited,2,960.0,Small Business,female,1.0,3.0,basic,4.0,1.0,0,2,executive,255075.0,0,Single,Car Ownership,No Children
52.0,Self Enquiry,3,960.0,Small Business,male,1.0,1.0,super deluxe,5.0,3.0,0,2,avp,450000.0,0,Divorced,Car Ownership,No Children
53.0,Self Enquiry,1,720.0,Small Business,female,1.0,3.0,standard,4.0,2.0,0,2,senior manager,317010.0,0,Married,Car Ownership,No Children
32.0,Company Invited,2,480.0,Small Business,female,2.0,5.0,basic,4.0,2.0,0,4,executive,317805.0,1,Single,Car Ownership,No Children
42.0,Self Enquiry,2,360.0,Salaried,male,2.0,5.0,basic,5.0,7.0,0,4,executive,313710.0,0,Married,No Car Ownership,unknown
58.0,Self Enquiry,1,1860.0,Salaried,female,2.0,5.0,super deluxe,4.0,4.0,0,4,avp,413955.0,0,Divorced,Car Ownership,No Children
42.0,Self Enquiry,2,720.0,Salaried,male,2.0,5.0,basic,5.0,5.0,0,4,executive,331995.0,1,Married,Car Ownership,No Children
25.0,Company Invited,2,1320.0,Small Business,male,1.0,3.0,basic,3.0,2.0,1,2,executive,260000.0,1,Married,No Car Ownership,No Children
40.0,Self Enquiry,2,480.0,Salaried,male,1.0,2.0,deluxe,5.0,5.0,1,1,senior manager,322050.0,0,Divorced,Car Ownership,No Children
50.0,Self Enquiry,1,540.0,Salaried,male,2.0,3.0,super deluxe,3.0,4.0,0,5,avp,500000.0,0,Divorced,Car Ownership,unknown
49.0,Self Enquiry,1,660.0,Small Business,male,3.0,4.0,super deluxe,3.0,6.0,0,2,avp,524565.0,0,Married,Car Ownership,No Children
45.0,Company Invited,2,900.0,Large Business,male,1.0,3.0,basic,4.0,2.0,0,2,executive,256950.0,1,Single,Car Ownership,No Children
58.0,Self Enquiry,2,900.0,Small Business,male,2.0,3.0,deluxe,3.0,3.0,0,5,manager,340000.0,0,Married,Car Ownership,1 Children
28.0,Company Invited,3,1020.0,Small Business,female,2.0,5.0,basic,4.0,4.0,0,3,executive,250170.0,1,Single,Car Ownership,No Children
41.0,Self Enquiry,2,2160.0,Salaried,female,3.0,5.0,deluxe,3.0,7.0,0,2,manager,363720.0,0,Married,Car Ownership,1 Children
34.0,Company Invited,2,1080.0,Small Business,female,3.0,5.0,deluxe,3.0,3.0,0,1,manager,344775.0,0,Married,Car Ownership,1 Children
43.0,Company Invited,2,960.0,Salaried,female,3.0,5.0,deluxe,3.0,1.0,0,2,manager,400000.0,0,Married,Car Ownership,2 Children
20.0,Self Enquiry,2,840.0,Large Business,male,3.0,5.0,deluxe,3.0,3.0,0,2,manager,319470.0,0,Single,Car Ownership,1 Children
35.0,Company Invited,3,1080.0,Salaried,male,3.0,5.0,deluxe,3.0,3.0,0,1,manager,336015.0,0,Unmarried,No Car Ownership,1 Children
50.0,Self Enquiry,2,1320.0,Small Business,female,3.0,5.0,basic,3.0,2.0,0,2,executive,337800.0,0,Unmarried,Car Ownership,1 Children
31.0,Self Enquiry,2,960.0,Large Business,male,3.0,5.0,basic,3.0,7.0,0,2,executive,315615.0,0,Single,Car Ownership,2 Children
43.0,Self Enquiry,2,540.0,Small Business,male,3.0,4.0,king,3.0,,0,3,vp,541575.0,0,Married,Car Ownership,2 Children
49.0,Self Enquiry,1,480.0,Small Business,male,3.0,5.0,king,3.0,6.0,0,1,vp,566205.0,0,Married,Car Ownership,1 Children
37.0,Company Invited,1,1200.0,Small Business,male,3.0,5.0,deluxe,3.0,3.0,0,2,manager,324735.0,0,Divorced,Car Ownership,1 Children
50.0,Self Enquiry,1,720.0,Small Business,male,3.0,5.0,standard,3.0,3.0,0,2,senior manager,450000.0,0,Married,Car Ownership,1 Children
